15,Wooltan Check Shirts (Cream),https://www.musinsa.com/app/goods/890749,/상품/15.png,/모델/15.png,남성,"아이보리,검정",상의,"봄,가을",자니웨스트,41000,"체크무늬셔츠,체크셔츠,티탄체크,오버핏셔츠,오버핏,오버핏체크셔츠","공대,캐주얼,대학생,캠퍼스",20,https://www.youtube.com/watch?v=a3_uyEqaYX4&pp=ygUeIFdvb2x0YW4gQ2hlY2sgU2hpcnRzIChDcmVhbSkg,https://m.blog.naver.com/kert1130/221943716171,"여름,깅엄체크 셔츠를 입어보자! [Softur Gingham Wide Shirts]",[쟈니웨스트] Wooltan check shirts (Cream) 울탄체크셔츠,0
16,시티보이 브이넥 니트베스트_블랙 ,https://www.musinsa.com/app/goods/1958404,/상품/16.png,/모델/16.png,"남성,여성,공용",검정,상의,"봄,가을",레테르코모,42900,"니트조끼,조끼,시티보이,브이넥조끼,오버핏,오버핏조끼","데이트,대학생,미니멀,댄디,꾸안꾸",20,https://www.youtube.com/shorts/wPFAEqLU7No,https://m.blog.naver.com/gkenqja2/221631273448,여름 니트베스트 코디 10가지,남자 가을 코디 V넥 니트베스트 코디 INSILENCE,0
17,휘황 세미오버 가디건 브라우니 ,https://www.musinsa.com/app/goods/1769173,/상품/17.png,/모델/17.png,남성,회색,상의,"봄,가을",엘무드,148000,"오버핏,보카시,브이넥,가디건,브이넥가디건,오버핏가디건","감성,데이트,대학생,댄디,미니멀",20,https://www.youtube.com/watch?v=rtnSdonEnJM&pp=ygUr7ZyY7ZmpIOyEuOuvuOyYpOuyhCDqsIDrlJTqsbQg67iM65287Jqw64uIIA%3D%3D,https://m.blog.naver.com/qodlfwlq12/221885332716,"진짜가 왔다. 남친룩 1순위 가디건,니트 추천& 코디",남자 봄 코디 추천 아이템 : 엘무드 화란 세미오버 가디건,0
18, 오버핏 울 체크 셔츠 그레이,https://www.musinsa.com/app/goods/1609651,/상품/18.png,/모델/18.png,남성,회색,상의,"봄,가을",아방드레스,48000,"오버핏셔츠,체크셔츠,오버핏","공대,캐주얼,캠퍼스,데일리,일상,포멀,댄디,캐주얼,남친룩,캠퍼스,대학생,공대교수","20,30",https://www.youtube.com/watch?v=R5XrC4WMw7w&pp=ygUnIOyYpOuyhO2VjyDsmrgg7LK07YGsIOyFlOy4oCDqt7jroIjsnbQg,https://m.blog.naver.com/hongya931/221774354845,"남자 체크셔츠 고르는 꿀 Tip (Feat. 트렌드 분석,코디 팁,제품 추천)",톡톡한 두께감의 남자 울 체크 셔츠 션타운,0
20,소프 울 오버핏 니트 베스트 [L.BEIGE],https://www.musinsa.com/app/goods/1305386,/상품/20.png,/모델/20.png,"남성,여성,공용",아이보리,상의,"봄,가을",드로우핏,59000,"크롭니트,베이지,레이어드,브이넥니트,조끼,니트조끼,크롭,브이넥","데이트,대학생,미니멀,댄디",20,https://www.youtube.com/watch?v=aB7QJ-0I2oE&pp=ygUm7IaM7ZSEIOyauCDsmKTrsoTtlY8g64uI7Yq4IOuyoOyKpO2KuCA%3D,https://m.blog.naver.com/bemasoul123/222559361346,여자들이 좋아하는 갓성비 니트&가디건 추천!,"[패션] 남자 니트조끼 브이넥 코디,미니멀코드 소프트 필링 세미오버 V넥 블랙",0
21,펀칭 니트 베스트 GREEN,https://www.musinsa.com/app/goods/2363718,/상품/21.png,/모델/21.png,"남성,여성,공용",초록,상의,"봄,가을",니티드,69000,"니트조끼,조끼","데일리,일상,대학생,캠퍼스,포인트",20,https://www.youtube.com/shorts/pJK2zgLA5zw,https://blog.naver.com/PostView.naver?blogId=gunhoaa&logNo=222425857746&categoryNo=0&parentCategoryNo=0,"특가 제품!! (1+1) 라운드 펀칭 니트 조끼 ! 장당 19,500원에 구매 가능!! 4가지 컬러 구성으로 커플룩으로도?",[커너] 남자 여자 여름 그물 펀칭 니트 베스트,0
22,깅엄체크 오버셔츠(블랙),https://www.musinsa.com/app/goods/2409956,/상품/22.png,/모델/22.png,남성,"검정,하양",상의,"봄,가을",테이크이지,67000,"루즈핏셔츠,오버핏,셔츠","시티보이,공대,대학생,캠퍼스,캐주얼",20,https://www.youtube.com/watch?v=a3_uyEqaYX4&pp=ygUh6rmF7JeE7LK07YGsIOyYpOuyhOyFlOy4oCjruJTrnpkp,https://m.blog.naver.com/solmade/221832468515,"여름,깅엄체크 셔츠를 입어보자! [Softur Gingham Wide Shirts]",블랙 깅엄 체크 셔츠 활용,0
23,남성 폴튼 우븐 트레이닝 맨투맨 (BEIGE),https://product.29cm.co.kr/catalog/1911835?source=brand_news&source_content_no=7767&source_content_name=23SS+%ED%8A%B8%EB%A0%88%EC%9D%B4%EB%8B%9D+%EC%BB%AC%EB%A0%89%EC%85%98%2C+%EB%94%94%EC%8A%A4%EC%BB%A4%EB%B2%84%EB%A6%AC,/상품/23.png,/모델/23.png,남성,아이보리,상의,"봄,가을",디스커버리,129000,"맨투맨,스웨트셔츠,베이지색","산책,캐주얼,데일리,운동,꾸안꾸,일상,캠퍼스,대학생,트레이닝",20,https://www.youtube.com/watch?v=fe2zW0dkwIc&pp=ygUQ66eo7Yis66eoIOy9lOuUlA%3D%3D,https://m.blog.naver.com/PostView.nhn?isHttpsRedirect=true&blogId=be_178&logNo=221960256469&proxyReferer=,왜 맨투맨 똑같이 입어? ‘맨투맨’ 잘 입는 남자들의 차이점,센스있는 남자 맨투맨 코디? 이렇게만 하자!,0
24,KODAK COMPANY 니트 베스트 NAVY,https://www.musinsa.com/app/goods/2288843,/상품/24.png,/모델/24.png,남성,파랑,상의,"봄,가을",코닥,129000,"조끼,니트,남색,이이비룩,니트조끼","캠퍼스,대학생,레트로,캠퍼스,캐주얼",20,https://www.youtube.com/watch?v=ghpMgHaFhc8&pp=ygUkIEtPREFLIENPTVBBTlkg64uI7Yq4IOuyoOyKpO2KuCBOQVZZ,https://m.blog.naver.com/ria04010414/222981300192?isInf=true,"올 가을 니트 이렇게 입어봐?? +브랜드 추천까지! (미니멀 니트,가디건,조끼) 【코디 디렉터】","남자 니트 조끼 ,니트 베스트 코디 TIP 헤리 스타일스",0
25,소프트 브이넥 니트 8 COLOR,https://www.musinsa.com/app/goods/2970734,/상품/25.png,/모델/25.png,남성,"아이보리,검정,회색,갈색",상의,"봄,가을",아누즈,49000,"니트,베이지,카멜,남색,브이넥,브이넥니트","데이트,미니멀,댄디,일상,데일리,대학생,캠퍼스,남친룩",20,https://www.youtube.com/watch?v=nAFzA1ighN0&pp=ygUi7IaM7ZSE7Yq4IOu4jOydtOuEpSDri4jtirggOCBDT0xPUg%3D%3D,https://m.blog.naver.com/nomnice1/221413118549,품질은 '가심비' 가격은 '갓성비' 니트 (?),남자 오버핏 브이넥 니트 코디 슬림핏 빈티지 청바지랑 코디해봅니다.,0
26,루즈핏 오픈카라 텐셀 린넨 셔츠 [오트밀],https://www.musinsa.com/app/goods/1008039,/상품/26.png,/모델/26.png,남성,아이보리,상의,"봄,가을",아노블리어,60000,"아노블리어,린넨셔츠,린넨,카라,셔츠,카라셔츠","여행,댄디,미니멀,대학생,포멀","20,30",https://www.youtube.com/watch?v=PURXk6Rir6Q&pp=ygU366Oo7KaI7ZWPIOyYpO2UiOy5tOudvCDthZDshYAg66aw64SoIOyFlOy4oCBb7Jik7Yq467CAXQ%3D%3D,https://blog.naver.com/wjsqjatn12/222412850640,4만원대! 시원하고 이쁜 린넨셔츠 추천& 코디방법,남자 린넨셔츠 아노블리어 루즈핏 오픈카라 텐셀 린넨 셔츠 리뷰,0
27,섬머 데님 셔츠 자켓 (R.INDIGO) ,https://www.musinsa.com/app/goods/2365168,/상품/27.png,/모델/27.png,남성,파랑,상의,"봄,가을",토피,59000,"오버핏셔츠,린넨셔츠,데님,데님셔츠","데이트,캠퍼스,캐주얼,대학생,데일리,일상",20,https://www.youtube.com/watch?v=wJ4fYA3CLak&pp=ygUT642w64uY7IWU7LigIOqzoOuUlA%3D%3D,https://blog.naver.com/tokioalphaplus/222324881396,"[styling] 데님셔츠!! “청남방” 하나로 꾸안꾸 미니멀 스타일링 / 가을코디 청청패션 (feat; 청남방,청바지 & 스카프)","남자 오버핏 청남방 데님셔츠 코디 with 카고팬츠,슬랙스",0
28,옵티멀 베이직 셔츠-화이트,https://www.musinsa.com/app/goods/994588,/상품/28.png,/모델/28.png,"남성,여성,공용",하양,상의,"봄,가을",필루미나이트,53000,"린넨셔츠,시티보이,오버핏셔츠,루즈핏,옥스포드셔츠,린넨,포켓,카라","데이트,결혼식,데이트,남친룩,포멀,기념일,대학생,직장인,회사원,교수",20,https://www.youtube.com/watch?v=plqFuzvGQms&pp=ygUk7Ji17Yuw66mAIOuyoOydtOyngSDshZTsuKAt7ZmU7J207Yq4,https://m.blog.naver.com/PostView.naver?isHttpsRedirect=true&blogId=kaspang&logNo=221254855920,남자 셔츠 알고 입자!! 나에게 맞는 셔츠 찾는방법,"남자 옥스포드 셔츠 코디 방법,색상별 스타일링 가이드",0
29,베이식 긴팔 티셔츠 [화이트] ,https://www.musinsa.com/app/goods/1144989,/상품/29.png,/모델/29.png,남성,하양,상의,"봄,가을",무신사 스탠다드,18900,"무텐다드,무지티,라운드넥,기본티,긴팔티,레이어드,긴팔,라운드티,라운드","데일리,기본템,데일리,일상","10,20,30",https://www.youtube.com/watch?v=SpiHloCZegc&pp=ygUa67Kg7J207IudIOq4tO2MlCDti7DshZTsuKA%3D,https://m.blog.naver.com/joq0703/221895364689,하.. 무신사스탠다드 무지 반팔 티셔츠 몽땅 털어버렸습니다!,무신사 스탠다드 베이식 롱 슬리브 티셔츠 입어본 후기,0
30,레이싱 메쉬 풀오버 블루,https://www.musinsa.com/app/goods/3175534,/상품/30.png,/모델/30.png,남성,파랑,상의,"봄,가을",트래셔,79000,"매쉬티셔츠,스웨트셔츠,오버핏,맨투맨,그라데이션,포인트,오버핏맨투맨","운동,스포티,대학생,스트릿,개성,캠퍼스",20,https://www.youtube.com/watch?v=fe2zW0dkwIc&pp=ygUQ66eo7Yis66eoIOy9lOuUlA%3D%3D,https://m.post.naver.com/viewer/postView.naver?volumeNo=27625448&memberNo=5784527,왜 맨투맨 똑같이 입어? ‘맨투맨’ 잘 입는 남자들의 차이점,남자 맨투맨 티셔츠 코디 추천 맨투맨 딱 1개면 1주일 코디 문제 없어요!,0
31,베이식 긴팔 티셔츠 [블랙] ,https://www.musinsa.com/app/goods/1129745,/상품/31.png,/모델/31.png,남성,검정,상의,"봄,가을",무신사 스탠다드,18900,"무텐다드,무지티,라운드넥,기본티,긴팔티,긴팔","데일리,기본템,데일리,일상","10,20,30",https://www.youtube.com/watch?v=SpiHloCZegc&pp=ygUa67Kg7J207IudIOq4tO2MlCDti7DshZTsuKA%3D,https://m.blog.naver.com/joq0703/221895364689,하.. 무신사스탠다드 무지 반팔 티셔츠 몽땅 털어버렸습니다!,무신사 스탠다드 베이식 롱 슬리브 티셔츠 입어본 후기,0
32,린넨 투포켓 오버핏 셔츠 [베이지] ,https://www.ocokorea.com/shop/goods/product_view.do?pid=126431,/상품/32.png,/모델/32.png,남성,아이보리,상의,"봄,가을",르아르,52000,"린넨셔츠,오버핏,베이지,주머니,포켓,오버핏셔츠","댄디,남친룩,대학생,캐주얼,소개팅,데일리,일상",20,https://www.youtube.com/watch?v=Tv7oLeqvNTk&pp=ygUU66aw64SoIOyFlOy4oCDsvZTrlJQ%3D,https://m.blog.naver.com/jbj6008/221550704820,"올 여름 꼭 입어야 할 셔츠 코디 추천! (린넨셔츠 잘 고르는법,관리법 포함) 클래씨?#251",남자 린넨셔츠 코디 파헤치기!,0
33,린넨 투포켓 오버핏 셔츠 [화이트],https://www.ocokorea.com/shop/goods/product_view.do?pid=126432,/상품/33.png,/모델/33.png,남성,하양,상의,"봄,가을",르아르,52000,"린넨셔츠,오버핏,주머니,포켓,오버핏셔츠,셔츠","댄디,남친룩,대학생,캐주얼,소개팅,데일리,일상",20,https://www.youtube.com/watch?v=Tv7oLeqvNTk&pp=ygUU66aw64SoIOyFlOy4oCDsvZTrlJQ%3D,https://m.blog.naver.com/jbj6008/221550704820,"올 여름 꼭 입어야 할 셔츠 코디 추천! (린넨셔츠 잘 고르는법,관리법 포함) 클래씨?#251",남자 린넨셔츠 코디 파헤치기!,0
34,Minquiers 18 (0MM) ASJM2314326-0MM,https://www.musinsa.com/app/goods/2341423,/상품/34.png,/모델/34.png,"남성,여성,공용","하양,검정",상의,"봄,가을",세인트제임스,118000,"줄무늬,긴팔티,마린룩,긴팔","레트로,클래식,데일리,일상,캐주얼,대학생,캠퍼스","10,20",https://www.youtube.com/watch?v=AbUZitYZZYs&pp=ygUiTWlucXVpZXJzIDE4ICgwTU0pIEFTSk0yMzE0MzI2LTBNTQ%3D%3D,https://kkkitsune.tistory.com/56,EP106 ? 마린룩의 대명사! 세인트 제임스 다녀왔어요!/봄/스트라이프/줄무늬/길도/길도엘보패치/밍콰이어/메르디앙/티셔츠,[패션] 세인트제임스 길도 구매 및 착용 후기 (생제임스) | 세인트제임스,0
35,더블 코튼 무지 긴팔티 2pack JHLT1273,https://www.musinsa.com/app/goods/1608272,/상품/35.png,/모델/35.png,남성,"검정,하양,회색,분홍,아이보리,주황,갈색,파랑,회색",상의,"봄,가을",FP142,65590,"페어플레이,오버핏,롱슬리브,무지티,긴팔티,하늘색,남색,카키,민트,차콜,오버핏티셔츠","데일리,일상,캠퍼스대학생",20,https://www.youtube.com/watch?v=66ClU5qAg3M&pp=ygUt642U67iUIOy9lO2KvCDrrLTsp4Ag6ri07YyU7YuwIDJwYWNrIEpITFQxMjcz,https://blog.naver.com/tjtntjd82/221345705356,가성비 1티어 '긴팔티' 비교 추천!!,[로맨틱파이어리츠] 더블코튼 / 오버핏 무지 긴팔티셔츠 리뷰,0
36, 미니멀 위트 부클레 풀오버_블루버드,https://www.musinsa.com/app/goods/2739872,/상품/36.png,/모델/36.png,"남성,여성,공용",파랑,상의,"봄,가을",인템포무드,72000,니트,"데일리,일상,대학생,캐주얼",20,https://www.youtube.com/watch?v=YnB6fh7BANQ&pp=ygUk66-464uI66mAIOychO2KuCDrtoDtgbTroIgg7ZKA7Jik67KE,https://blog.naver.com/PostView.naver?blogId=tpgus8802&logNo=222502836856&parentCategoryNo=&categoryNo=11&viewDate=&isShowPopularPosts=true&from=search,누구나 입을 수 있는 다양한 갓성비 포인트 겨울 꿀템 추천 ?? 【쇼핑디렉터】【유료광고】,"인템포무드( INTEMPOMOOD)-미니멀 위트 부클레 풀오버 니트 (포레스트,애쉬 카키)",0
37,워셔블 하찌 니트 - 11 COLOR ,https://www.musinsa.com/app/goods/2396645,/상품/37.png,/모델/37.png,남성,"초록,아이보리,검정,파랑,빨강,갈색",상의,"봄,가을",수아레,59000,"긴팔니트,스웨터,베이지,차콜,남색,민트,니트","포인트,데일리,일상,캐주얼",20,https://www.youtube.com/watch?v=cLJxZdCq5YA&pp=ygUYIOybjOyFlOu4lCDtlZjssIwg64uI7Yq4,https://m.blog.naver.com/do_dd/222974113804,"막 입기 좋은 가성비 니트 종류별 추천! + 코디 30가지 │ 하프집업,니트집업,니트후드,니트 코디,겨울코디,가을코디","수아레 니트 워셔블 하찌 그린,남자 데일리룩 코디 추천",0
38,에센셜 후드 스웻 셔츠 (MELANGE GREY),https://www.musinsa.com/app/goods/2314616,/상품/38.png,/모델/38.png,남성,회색,상의,"봄,가을",토피,43000,"루즈핏후드,오버핏,후드,후드티","산책,고등학생,대학생,캠퍼스,대학교,캐주얼","10,20",https://www.youtube.com/watch?v=tFJ-e8Lrdmg&pp=ygUu7JeQ7IS87IWcIO2bhOuTnCDsiqTsm7sg7IWU7LigIChNRUxBTkdFIEdSRVkpIA%3D%3D,https://m.blog.naver.com/PostView.naver?isHttpsRedirect=true&blogId=sina1310&logNo=221408458622,"가성비 후드 집업 4종 리뷰 +레이어드 비교까지! (퍼스널팩,토피,무탠다드,멜란지마스터) 【쇼핑디렉터】",회색후드 코디 여자 겨울 데일리룩 / 토피 후드티,0
39,쿨썸머 린넨 니트 - 5 COLOR ,https://www.musinsa.com/app/goods/2459209,/상품/39.png,/모델/39.png,남성,"파랑,초록,분홍,회색,검정",상의,"봄,가을",수아레,49000,"니트,스웨터,린넨","청량,쿨,대학생,캠퍼스,데일리,일상,캐주얼",20,https://www.youtube.com/watch?v=xNhVqB0uigg&pp=ygUh7L-o7I2466i4IOumsOuEqCDri4jtirggLSA1IENPTE9S,https://m.blog.naver.com/btcgo/222012236066,밤엔 춥다..!! 지금 사면 뽕 제대로 뽑는 가성비 니트 4가지 추천!! (feat.봄니트코디),남자 린넨 니트 생각보다 너무 시원하네요,0
40,Long Sleeve Waffle Knit - Pale Blue,https://www.ocokorea.com/shop/goods/product_view.do?pid=157520,/상품/40.png,/모델/40.png,남성,파랑,상의,"봄,가을",가먼트레이블,51350,"니트,남색","데일리,일상,캐주얼,대학생,캠퍼스",20,https://www.youtube.com/watch?v=hYNjqH_otek&pp=ygUN64uI7Yq4IOy9lOuUlA%3D%3D,https://m.post.naver.com/viewer/postView.naver?volumeNo=26398500&memberNo=5784527,니트 왜 똑같이 입어? 니트 잘입는 남자들,남자 니트 코디 - 일반인 현실 델룩 BEST 14착장,0
